,FTg113,FTg115,FTg117,FTg118,FTg119,FTg124,FTg125,FTg126,FTg127,FTg130,FTg133,FTg140,CFTg89,CFTg91,CFTg99,CFTg106,CFTg107,CFTg120,CFTg121,CFTg122,CFTg123,CFTg134,CFTg135,CFTg136
90,0.783715523,0.921632755,0.842039687,0.709143034,0.950769158,0.873300892,0.855804858,0.949022319,0.918215257,1.018258515,0.7690332,0.836112462,0.704558866,0.818766047,0.854291318,0.717020587,0.894773634,0.804246426,0.864213602,0.771247254,0.854826818,1.080868776,1.009180658,0.906841621
91,0.911803681,1.136171342,0.931888209,0.941254827,0.841747509,0.795506557,0.829793903,1.208154131,1.278371548,0.799812927,0.675739439,0.894303389,0.800488329,0.877229739,0.890042132,1.028262522,0.801897487,0.865454747,0.878407814,0.900433658,1.027004277,0.971875744,0.749305832,0.824942714
92,0.901139815,0.974285094,0.915857314,0.906950967,0.949367281,0.992296245,0.958487251,1.050203233,1.023160634,1.003765908,0.94265773,0.998300744,0.89132201,0.862500793,0.866869022,0.931748512,0.909439687,0.902310529,0.889575435,0.976527946,1.01901319,0.85792351,0.833091106,0.937423776
93,0.93794476,0.97133413,0.931980446,1.000001032,0.993554028,0.985338765,0.920693474,0.964633712,1.020741027,0.976101796,0.95980691,0.990253773,1.007557295,0.961612533,0.967859412,0.945910203,0.947922072,0.924256711,0.949129441,0.959706535,1.017188673,0.971278098,0.935047536,0.992667937
94,1.126451706,0.973772694,1.148814853,1.092511034,1.116629934,1.317250039,1.017619133,1.084973026,1.028244204,1.178816888,1.066916584,1.099697317,1.247678164,1.131478434,1.062591747,1.035638933,0.88430235,1.018823554,1.041577245,1.139367723,1.06099137,0.988185214,1.123040081,1.042077018
95,1.126997433,0.802803422,0.897223487,0.883658285,0.853257908,0.799455956,0.776535942,0.978183426,0.85509136,1.150223433,0.780476868,0.847392899,0.766532421,0.910084184,0.852466041,0.938720623,0.904491021,0.901785423,0.787364767,0.93048323,1.015677214,1.184706595,1.196477702,0.892599703
96,0.357495463,1.574716657,1.248956819,1.046694415,1.399188191,0.981745648,0.55361526,0.826927427,0.066292893,0.444958958,0.544628602,0.51268265,1.956239415,3.198702596,0.997871907,0.73214024,0.6598431,0.389552261,0.462349485,1.569319003,1.820883695,1.768676049,0.460142484,0.748911892
97,0.671203841,0.614932575,0.45471927,0.482055647,0.482598124,1.064595627,1.077775247,1.281538884,1.87661487,1.791988294,1.006193221,0.785258551,0.247035661,0.413194941,0.940764509,0.299499257,0.346147376,0.541669875,0.483635878,0.32039641,0.600712679,0.853980774,0.983489506,1.757197619
98,1.354895206,0.88063918,0.779489048,0.990501132,0.967047096,0.853740416,0.93353709,1.0541622,1.781609412,1.019829098,1.212818338,1.30788528,0.803851317,0.954414757,1.09723941,1.128525344,0.772407117,1.699153677,1.184456673,0.764723998,1.082386455,0.89237631,0.852112605,1.164031408
99,0.734625792,0.775059908,0.658541366,0.355622787,0.800947222,0.955704256,0.844938409,0.592968739,0.580479519,0.515213173,0.675867499,0.925912411,0.774625868,0.59181259,0.852474407,0.482914165,1.000211312,0.615370427,0.653026909,1.413769661,0.778533805,0.920933659,0.742762902,0.996241378
100,0.872727463,1.047640245,0.963157258,0.99773172,0.927323284,1.011514896,0.965198407,0.976643029,0.869870096,0.96028387,0.985107945,0.965923872,1.019585061,1.007426567,0.842452644,0.877192605,1.005547349,0.774357553,0.988868408,0.840920819,0.937156375,0.972947769,0.964766972,1.079130638
101,1.002898791,1.027458845,1.097061009,0.901852217,1.065564873,0.830439256,0.891840364,0.794067103,0.843994054,0.900074984,1.00201222,1.019240892,0.907948668,0.998471943,0.799326577,0.827602673,0.975478551,0.817888768,1.004026218,1.031241624,0.943101781,1.074468308,0.896997402,0.958968693
102,0.763128568,1.409378399,0.824475024,0.8349101,0.96176731,1.210207532,0.687002705,1.079649741,1.30442278,0.909113699,0.569186906,1.017234767,0.619585674,0.747652825,1.045735419,1.00243066,0.704756291,1.157284351,0.782360009,1.10719965,1.112722763,0.809907519,0.725011835,1.094297344
103,1.451146422,0.812562714,0.850701551,1.575953524,0.932693088,2.123821339,0.693760708,0.588521953,1.151510839,0.774323361,1.292744025,0.521421485,1.124423726,0.891616441,0.425457758,1.600567547,1.5485539,0.662376649,1.236258618,0.512172563,0.822494899,1.191570434,2.073141208,0.975468037
104,1.030138493,1.036265572,1.038281684,0.931096616,1.044254473,1.019377824,0.773285216,1.053065353,1.403962542,1.089414224,1.560815648,1.257782459,0.992398182,0.959040654,1.004588667,1.108043498,1.151443745,1.129852759,1.313858308,0.970338409,1.053325654,0.835951954,0.891672399,1.17378693
105,0.893345768,1.050306751,1.057457509,0.96071844,1.04906293,0.83848313,0.920118176,0.901178206,0.820795977,0.919763088,1.025808591,1.00001829,0.864608862,0.907985383,0.833899384,0.929204806,1.180693313,0.949691294,0.988697112,0.967799004,1.022524508,1.080743796,0.949368955,1.072995471
106,0.910516466,0.816573967,0.919775812,0.909231255,1.14026266,0.935584069,0.954573298,1.090442028,1.002646581,0.825816619,1.032824241,0.856787462,1.090895587,0.857603748,0.846444138,0.846890543,1.105373093,0.938435732,1.040476233,0.916092535,0.838363018,0.877233612,0.886978357,0.823638406
107,1.047202719,1.151256501,0.904467143,0.895207677,0.923390246,1.116454743,0.749690821,0.71453225,1.158715567,0.891800678,0.896980117,1.105553915,0.686611111,0.623249247,0.944709902,1.028150615,1.013131471,1.093495126,0.710149877,0.686386488,0.721097202,0.851201856,0.817223279,0.741230217
108,0.69307654,0.724934676,0.819149292,0.625865057,0.714452636,0.797968101,0.655117558,0.666454589,0.649964873,0.633286518,0.923070803,0.785102506,0.686547203,0.8663308,0.866152649,0.686167892,1.120392905,0.63714937,0.707961083,0.891963754,1.001845475,0.820696161,0.706798937,0.789730907
109,0.458087652,0.711344581,0.351355235,0.50149609,0.519676841,0.167194179,0.43273393,0.967073484,1.203918359,0.43581982,0.562592842,0.704541848,0.283684187,0.411216371,0.639755154,0.30910245,1.41807043,0.494447826,0.57828259,0.098323962,0.876255393,1.717100919,0.599291068,0.59059096
110,0.676950181,0.885262784,0.809136846,0.973440721,0.877177364,0.832751096,0.744441323,0.912568207,0.932768648,0.768847073,0.574321186,0.944103424,0.816885692,0.691073935,0.646605655,0.825130105,0.935982202,0.895417045,0.970016986,0.754946805,1.152384115,0.965038628,0.686689412,0.942102284
111,0.628563773,0.386824079,0.724861943,0.445217186,0.446518553,0.428657052,0.476029235,0.455578768,0.458438704,0.41611392,0.885528281,0.822782926,0.535839598,0.677696125,0.669428134,0.557878181,1.014072563,0.559355652,0.696747704,0.59593599,0.696507502,0.79049683,0.352616865,0.706135001
112,0.978483772,1.013580848,1.231940714,0.435838062,0.473352069,0.506406305,0.291563394,0.709447924,0.245077573,1.150722339,0.563303316,1.019932395,1.239156852,0.855334459,0.946218088,0.343730119,1.109082576,1.231957122,0.461897066,0.361779259,0.729303871,0.626849876,0.551679937,0.51133674
113,0.633800641,0.718291603,0.683319842,0.212525955,1.040326471,0.655839667,0.841786365,0.339289127,0.36606669,0.486753436,0.540566237,0.852780362,0.531965414,0.476683859,1.058430266,0.237610992,0.956038912,0.363942595,0.440213091,1.129756694,0.538617732,0.917994345,0.875912841,0.870146419
114,0.048530165,0.003189461,0.376418129,5.19972289,0.89303437,1.028883118,0.681017919,0.007008835,0.083703333,1.852796499,0.32024971,0.572086937,3.888915666,0.116542243,0.575910931,0.313373906,0.204201668,0.996726355,0.293211777,0.353879349,0.328524915,0.755201924,1.164986375,0.238469483
115,0.848537965,0.777838023,0.775327105,1.034838709,0.843562756,0.803439315,1.084006975,0.998244895,1.006680726,0.86749615,0.849246787,0.878848709,0.994316635,0.804584532,0.922633141,1.067686425,1.170513409,1.112575491,1.242927626,0.933918488,1.053724657,1.173961897,1.035345378,0.917000257
116,0.699375931,0.860722525,0.688974273,0.109063204,1.292990442,1.075650678,1.119971853,0.464151843,0.399502339,0.547707883,0.680956294,1.414257855,0.755957391,0.765695278,1.011547587,0.211165968,1.25704086,0.4087277,0.60440995,1.539487414,0.475508133,0.877780741,0.930367181,1.277355363
117,0.857525696,1.018641676,0.967074492,0.951401356,0.80999517,0.772665275,0.71703263,1.130603713,1.264990099,0.740911903,0.594579027,0.889674124,0.887165115,0.786527526,0.713604766,1.046489853,0.954488461,0.84526279,0.831285476,0.884987299,1.064328959,0.976686061,0.731264436,0.792443931
118,1.098749864,0.832604499,1.155835819,1.041686381,0.995350828,1.112082537,1.207868656,1.04603353,1.009476315,1.056529174,0.976261925,0.996197622,1.184706729,0.984506897,0.937765513,1.120095858,1.181749386,1.087424418,1.421406108,1.012197616,0.998635172,1.103614525,1.261275502,1.01492904
119,0.425164745,0.576915957,0.70260712,0.720273433,0.332925922,0.177708107,0.720944699,0.734984423,0.250686172,0.427123979,0.851378886,0.676857078,0.186873889,0.688909674,0.762814876,0.658804042,1.242455618,0.910344513,1.978830379,0.490897846,0.563910581,1.803344126,0.946274263,1.177251435
120,0.960894204,0.905561451,0.92724318,0.91740836,0.961713616,0.902438811,1.019410901,0.926782127,0.936401419,0.89677347,1.109237628,0.864947893,1.002095213,0.982296433,0.868057698,0.878479882,1.210177778,0.893675049,1.191278854,0.864411887,0.949051111,0.989330194,1.065568406,0.91922401
121,1.011103464,0.941627418,0.957921353,0.956315322,0.936871814,0.94289972,0.922822018,0.828941631,0.894752338,0.892101548,1.10365347,0.901812867,1.023831842,0.887013935,0.955936811,1.019180482,0.967705888,0.949456015,0.788421367,0.977119909,0.970843601,0.983567391,0.818334632,0.833902954
122,1.005368111,1.063517185,0.832365387,0.901676673,0.875193572,1.096090088,1.200643308,1.085614438,0.915173997,1.055157963,0.652197132,0.943452955,1.016733516,1.122828796,1.463335513,1.197351213,0.763451717,0.979898207,1.06947291,0.970119419,0.788644637,1.567381445,1.217086797,1.15922122
123,1.138516281,1.149956078,1.114687077,1.148987565,1.181975525,1.193904112,1.192770678,1.13942371,1.226986851,1.119339472,0.829924623,1.10478778,1.211498082,1.174077166,1.049028581,1.111434395,0.78123898,1.087849891,1.119227722,1.134683643,1.100691819,1.016538646,1.154168595,1.179892772
124,1.050232328,1.204865958,1.032750165,1.062591441,1.033931054,1.063358416,1.122471252,1.140256285,1.123874416,1.022209247,0.751966416,1.158123284,1.045604821,0.89815203,0.964418568,1.084693122,0.804519648,1.112845817,1.037757588,1.043459743,1.080415222,1.063520195,1.122588539,1.121444994
125,0.814760067,0.914232921,0.908284269,1.100193777,1.002911931,0.817300944,0.883968462,0.901388313,1.028703509,0.795525067,0.823149127,0.945699605,0.893028551,0.910820819,0.825332953,0.830470288,0.972728674,0.958058592,1.05768336,0.74248798,0.961937538,1.005656251,1.016056676,1.017327975
126,0.90945709,1.022805746,1.083484148,0.968322075,0.992376007,1.055640928,0.897345161,1.123057128,1.085002927,0.913531527,0.866603713,1.035627507,0.872131162,0.938679654,0.962050159,0.86363167,1.131556477,0.983996656,1.08557429,0.972124514,0.910634889,0.978523239,0.894575625,1.037694159
127,0.756014577,0.850810444,0.924772823,0.983855444,0.86248229,0.852590868,0.95303321,1.051208565,1.042429597,0.830063454,0.640067735,0.935788923,0.805855981,0.811444001,0.795007796,0.838525122,0.896238393,0.936505731,1.002523885,0.770437805,1.086959242,1.111431333,0.775975915,0.785342468
128,0.952656678,1.03141188,1.048533432,1.055161472,1.03822015,0.892651114,0.956603149,1.073000574,1.043746795,0.967337319,0.909273554,0.992340489,1.016119944,0.80224481,0.738194103,0.97227114,1.096395559,1.07812595,1.029406969,0.840459863,0.986676931,1.175811347,1.086117019,1.135650536
129,0.863970748,0.998427289,0.957084997,0.970943409,0.944021939,1.03443828,0.994514332,1.117772555,1.035722245,0.9844462,0.88897344,1.033494218,0.898129487,0.831458865,0.817946454,0.916853184,0.922655512,0.935794189,1.001618465,0.986875203,1.05276403,0.956311524,0.748386945,1.016249949
130,0.93351756,0.927001005,0.980054858,0.913205469,0.985065253,0.922469646,0.97113941,0.907917312,0.924601867,0.868560123,1.097442984,0.987684813,0.958095803,0.957258607,0.825924071,0.940561975,1.042821749,0.882756463,1.080547165,0.877000326,1.079279651,0.999625071,0.988212619,0.97191053
131,1.046100914,1.022751842,1.147127622,1.449139413,1.017459645,0.782175341,0.773235945,0.882560325,1.06178165,0.982566884,1.242705464,0.857283643,0.98919509,0.93672981,0.809667528,0.79815377,1.116211151,1.09104356,0.840608925,0.916184012,0.950576095,0.90596488,0.824693696,0.808605811
132,0.920141135,0.961424384,0.93836456,0.837943983,1.069952756,0.995789829,0.927765955,0.880220885,0.938881293,0.934838707,1.048299241,1.047201527,0.969571772,0.933337134,0.902979962,1.099558715,1.027874748,0.87873217,1.034110046,0.97872979,1.057316258,1.041463642,0.867553694,0.997094424
133,1.2529488,1.192607039,1.291717174,1.165428614,1.136051519,1.305475802,1.340848554,1.166500476,1.154421285,1.360105458,0.963832421,1.160321772,1.41246228,1.123700519,1.32755416,1.423442096,0.699254685,1.248187252,0.937062,1.675158711,1.126666896,1.163469401,1.155938199,1.063869012
134,1.536404207,1.261193913,1.420675539,2.853785582,1.177648446,1.146305781,1.482583912,1.409404207,1.176234686,1.326916099,0.839954191,0.868844583,2.262117,1.474367934,0.70574589,0.842068614,0.772560687,1.2008681,1.309907088,0.841391548,1.055751377,0.826351716,2.151691185,1.173215307
135,1.020893096,0.972816547,0.959928117,0.992199673,1.048150105,1.071382925,0.791140526,1.132928738,1.037422141,1.169077957,1.014044397,1.104688155,0.842616665,0.804598228,0.908176815,1.094905991,0.958905398,0.957779847,0.94633301,0.979704807,0.918983657,0.855514169,0.768093279,0.831827562
136,0.661798638,0.822660095,0.822396659,0.803951741,0.869820801,0.690373686,0.796885899,0.886325164,0.817666198,0.823803103,0.780665171,0.744274166,0.704641259,0.927089617,0.843904324,0.733757187,0.891138809,1.011147408,0.984235573,0.809153382,1.090759788,0.967183158,0.789063577,1.154389484
137,0.564251944,0.82462657,0.691473113,1.886964398,2.486779526,0.958123103,0.513886999,0.667402743,0.917564174,0.508016928,0.566371112,1.312313537,0.568472303,0.609598657,0.988822747,0.729084777,0.930882959,1.893806076,0.7833692,0.897266246,3.752159701,0.582511743,0.623719945,1.272882679
138,0.817349175,1.229264022,0.868870435,1.098373862,1.214668092,0.796049663,0.866229478,1.133008576,1.101074656,0.786434343,0.692581802,0.865490844,1.022194339,1.017252436,0.705083208,0.887959394,0.735683563,1.21000482,0.974471077,0.770658631,1.032167838,1.041877979,0.965314358,1.35404351
139,1.208632504,1.175739008,0.855823184,1.113915431,1.069125637,1.065071186,0.986407476,1.012276549,1.056425054,0.996099795,1.058101299,1.032402043,0.96152903,1.051428338,0.842289154,0.881015354,1.060043324,0.966864626,0.929551813,0.983364175,1.247697444,0.887854662,1.145609679,1.146602263
140,1.029873821,0.964778811,0.895142105,0.96043746,0.883389368,0.977219069,0.864659388,0.854851111,1.027653629,1.003614396,1.037855461,1.048368054,0.814871092,1.047686687,0.776921563,0.896886679,1.033047675,0.887869189,1.009960408,1.037098587,1.053366658,0.927847801,0.934805692,0.954332191
141,0.67247778,0.542043897,0.260296514,0.863531446,0.670245875,1.279289361,0.23950818,0.761600186,1.372429082,1.274150914,1.153790436,0.55407752,0.558668095,0.612415505,1.141707906,0.918687799,1.47047143,0.494242898,1.152320255,0.597930602,1.216333757,0.879998445,0.98984023,1.117867856
142,0.881535235,0.97893513,0.892193934,0.875470724,0.816729092,1.069550407,0.719622938,0.919073804,0.93969364,1.015051919,0.906532887,0.907720201,0.76047444,0.970956192,0.94670635,0.911689596,1.05604133,0.976693916,0.905107586,0.979214063,1.046057675,0.944057789,0.894058009,0.970156357
143,1.053028703,0.974327832,0.918488864,1.101589605,1.019644153,0.932844365,0.909846267,0.981418613,1.160025621,1.101066855,1.120292183,1.063283211,0.825189809,0.965990859,0.78924514,0.979784799,0.998135636,0.833214105,0.934500762,0.995671693,1.101342625,0.987411516,0.931982468,0.872980002
144,0.893988288,0.913023496,0.69419758,0.857438375,0.709035962,0.851807919,0.787353123,0.966600199,0.690676791,0.933689287,0.855246194,0.855531706,0.902339612,0.576652518,0.787193373,0.789429105,0.830329426,0.715086828,0.835663187,0.83938729,0.810156833,0.978066679,0.713032372,0.671296505
145,0.917892933,1.180361552,1.191380219,1.288190064,0.948288047,0.902971837,0.739012557,1.052037885,1.179639281,1.055406388,0.751154259,1.150369768,0.736182102,0.765811619,0.832115259,0.999647167,1.18680192,1.352778581,1.243013369,0.891627267,1.550882809,1.513591006,1.068076989,0.592071348
146,0.736746269,0.861291597,0.740343239,0.867975326,0.927558112,1.143310915,0.751175527,0.682199266,0.743434524,1.052672083,1.28605588,0.658422861,1.300608332,0.994092444,0.842287846,0.884999197,1.625423325,0.793221263,0.8889998,0.632102526,1.069489854,1.031385962,1.047009918,0.882140963
147,0.90328328,1.000737973,1.025302246,0.96620384,0.977440041,1.057086822,1.026431596,0.968815431,0.973649455,1.073803299,1.064041687,0.935727663,0.961837271,1.046584029,0.960592603,0.965507449,1.125773719,0.966239754,1.055073649,0.98018235,1.008153717,0.950693649,1.06540319,1.124332277
148,1.037720684,1.086734377,0.992093417,0.880358686,1.117950207,0.95930905,0.95603477,1.032998148,1.162649565,1.194679202,0.997129205,1.128953329,0.634198666,0.778422452,0.96878245,0.983846766,1.090305557,0.88301001,1.148162073,1.005482427,0.951599139,0.346107894,0.805192949,0.8997914
149,0.901008597,1.040805511,0.933772528,1.072679721,0.940585901,1.10502488,1.007424816,1.108214358,0.968111956,0.974543303,1.121518879,1.108108629,1.066927229,1.005641268,0.941935859,0.953377006,0.938401798,0.84182163,0.920595174,0.935167243,1.036731622,1.036458306,0.958247074,0.892825655
150,0.659636247,0.965920952,1.216822976,0.909722726,0.474213641,1.007423944,0.682037514,0.419961389,1.36279838,0.911919209,0.94492719,1.373714283,1.104264438,0.800017166,0.617036088,0.818419179,0.462082421,1.003582266,0.628363685,0.520353606,1.199476282,0.599425814,0.779329899,1.598012319
151,1.042761502,1.228228128,1.063401908,1.013944802,1.163309755,1.353622837,1.053517443,1.086193069,1.330560336,1.145870254,0.943409464,1.324619588,1.150027384,1.004743759,1.220906257,1.199182878,0.800048865,1.067545293,0.905836525,1.408811552,1.022661394,0.917834769,0.887762883,1.099571674
152,1.064514677,1.131865047,0.93051533,0.935544679,0.941468585,1.090452354,0.852631646,1.028779104,0.955178656,0.941793875,0.99798093,0.920483611,0.973932053,0.777843323,0.863487627,1.077221203,0.915251274,0.829131391,0.842501609,0.934446036,2.264134318,0.858317516,0.703699961,0.881416701
153,0.476737653,0.963316902,1.003033722,1.99342783,1.115714017,0.749808128,0.802786192,0.656779982,0.713553458,0.367152228,1.071809377,0.539573374,0.845775672,1.070361296,0.537110548,0.783309956,1.354210861,0.731088663,1.878049412,1.001991606,1.47164408,0.829731189,0.69882929,1.269959814
154,0.91713148,0.98212843,0.864076246,0.889454227,1.056403379,1.021142218,1.00467449,1.012766779,1.01246573,0.904134709,0.831460844,0.953942385,1.038550095,0.871462915,0.849930699,0.931476794,0.949666484,0.801145126,0.951866643,1.133966858,0.879021323,1.042353013,0.932775208,0.919758396
155,0.682053344,0.807003076,0.701573881,0.270862168,0.832512302,0.724850395,0.810379143,0.406971656,0.477864807,0.494762678,0.702609008,0.865886907,0.666853842,0.634013201,0.891819961,0.386916138,1.082641811,0.486768421,0.516806674,1.15452617,0.714002502,0.841948543,0.696614077,0.91800978
156,0.852847065,1.168383165,0.929686151,0.84631408,0.94460569,0.849867994,1.076114653,0.801724269,0.910052017,0.852718348,0.963333936,1.148373299,0.950921625,0.766557557,0.719388293,0.832538835,0.762195111,0.84606881,0.865912136,1.061365951,1.049865837,1.028549568,0.897179734,0.86138182
157,0.729765412,1.03547324,0.769051187,0.580891041,0.565943716,1.630015026,0.866288486,0.503447152,0.714455879,1.031833061,0.92742559,1.262443847,0.845976626,1.065607474,0.979114869,1.069932797,0.973000772,1.191296676,0.98011066,0.870168502,0.769875237,1.402102789,0.991729512,1.643441137
158,0.921550697,0.893057398,0.991687081,0.828233548,0.916998467,0.950343438,0.825587737,0.82356876,0.932035004,0.925573569,0.993014085,0.958989754,0.928021297,0.962860495,0.98982295,0.918481208,0.974031825,0.826469276,0.85097799,0.982029668,0.913035599,0.948881188,0.952831323,0.995481567
159,0.909386412,1.577665279,1.390155921,1.13191863,0.898968668,0.81591602,0.972006171,1.251907825,0.908043733,0.588462657,0.443446008,0.891404107,0.956322521,0.927354781,1.327321664,1.184212381,0.944255503,1.027839491,0.72223921,0.927070565,0.746279893,1.609292261,0.898365454,1.49905427
160,1.649003195,1.615671409,1.378950783,1.377806783,1.256721262,1.464199612,1.901204226,1.645563658,1.689014766,1.5067583,0.5909008,1.423582223,1.527844166,1.457484096,2.376473052,1.702587353,0.339985807,1.5657254,1.134909938,1.514245791,1.155749467,1.929624104,1.68336362,1.669821652
161,0.839674109,0.90633565,1.067597776,0.847451932,0.920116388,0.937421245,0.801290287,0.985896869,0.823025209,0.788325652,0.721554597,0.898617477,0.938464678,1.093024449,0.922982254,0.795787429,1.049836859,0.758555925,1.020374906,0.656125222,0.995476221,0.943199951,0.964993773,0.887687916
162,0.786280297,0.883196037,0.930507917,0.817385271,0.805503114,0.862880095,0.843052471,0.848786918,0.782085208,0.795601902,0.809772309,0.917866276,0.858391809,0.992396243,0.991712799,0.913964014,0.996400085,0.861846765,0.925018732,0.793636445,0.827625996,0.91274055,0.860542119,0.83216166
163,0.952158693,0.816271892,0.98356723,0.802482131,0.991935351,1.084170115,0.787818408,0.836610748,0.944086288,1.128949113,1.144264258,1.135517771,0.924779137,1.086345947,1.117285098,1.004074023,1.025720505,0.854934122,0.87403914,1.262065619,0.953891884,0.818962696,0.91926181,0.996027806
164,2.134149061,2.233283444,1.967171488,1.771446929,2.115290695,3.224352104,2.81628522,1.547192359,2.144040741,2.196813358,0.661903221,1.924506473,2.307236385,2.472539044,2.677863484,1.865914593,0.283026514,2.066536914,1.385312022,2.724355486,1.356939738,1.297414607,2.662555381,2.073240684
165,1.14373871,1.560470387,0.88251509,1.008602278,1.554098255,1.865477421,1.529402944,0.997615945,1.895573848,1.075518521,0.579460021,2.009175313,1.104570117,0.977062606,1.545380335,1.402824134,0.825381866,1.56146485,0.646504836,2.052443529,1.292640688,1.033006356,0.871647217,1.406976628
166,0.94579159,0.857809845,0.737284418,1.261461051,0.796273082,1.010808287,1.664999556,1.179360992,0.628503707,0.560415336,0.923603188,1.027961303,1.37285017,1.146339497,0.549725107,0.831149761,1.558788188,0.710039604,1.320233131,0.657740478,1.591354798,1.077332544,1.245555866,1.331361062
167,0.785673735,0.792614122,0.659569835,0.697181465,0.641174378,0.936072909,0.689646989,0.697972869,0.826306056,0.695004442,0.630651269,0.631036198,0.762824467,0.955408173,0.796127945,0.697191393,0.481860018,0.756423049,0.851769887,0.764018492,0.765362863,0.832750591,1.045726491,0.81718484
168,0.829092317,0.618632154,0.717596514,0.683658222,3.362359009,0.875378388,0.531287215,0.707582986,0.67517033,0.830728534,0.811501953,0.883463433,0.575319784,0.593023904,0.899186054,0.6750658,1.018644821,0.757726781,0.76725088,0.933172496,1.187215016,0.657771583,0.765040503,0.857495135
169,1.476733045,1.07965811,0.889484207,1.211613408,0.965787601,1.259886121,1.451135298,1.253758632,0.995956147,1.097168701,0.643182424,0.905063291,1.845238541,0.903518917,0.84194965,0.736716796,1.645289498,1.119428953,1.702810288,0.442823507,0.791867388,1.63070777,2.10393383,1.070428549
170,1.076774491,0.973026737,1.041479587,1.222001975,0.996799959,1.040596632,1.123803956,1.039670295,0.872858241,1.19043463,0.679315888,0.845495153,1.191129129,1.130049204,0.759712655,0.776325698,0.851003456,0.969932204,1.139587365,0.828642799,0.766246666,0.920128913,1.468814679,1.149319475
171,0.950087142,0.959886316,1.130426834,1.048513007,1.012097721,0.988557203,1.040719346,1.013853305,1.006654374,1.02457605,0.885009678,0.911796524,0.977886911,1.091498853,0.904189983,0.909816423,1.0268443,1.009145229,1.118529127,0.836912711,0.887392567,1.039967557,1.089294654,1.072352413
172,0.89001057,0.928743654,0.874755154,0.999470738,1.035844986,0.882300614,0.974035915,0.962960711,0.999343501,0.840058971,0.779128355,0.977784783,0.917116957,0.827449195,0.765000393,0.832260192,0.87550357,1.005306919,0.959334853,0.87038314,1.004858928,0.976941895,0.981537195,1.071657619
173,1.047755341,0.981891092,1.09791028,1.079483713,1.114848675,1.079300073,1.082976418,1.075780259,1.111054555,1.04074368,0.953165208,0.996617248,1.058890838,1.082678017,0.92983837,1.002646591,1.017172081,1.005392601,1.092644934,0.986928232,1.006152497,1.01395018,1.132975275,1.169641455
174,0.865336685,0.59270259,0.905552006,1.349414743,0.729878356,0.300096733,1.323474517,1.268796149,0.585735421,0.567207372,0.456028056,0.381337101,0.911047387,1.021239442,0.820101832,0.341070181,0.655018197,0.654387142,1.232310356,0.255225411,0.541939222,2.265142988,1.346284858,1.058903783
175,1.380606244,1.024470178,1.342018325,1.183003207,1.29042656,1.288154132,1.427147488,1.062320977,1.035945894,1.369650805,0.993146538,1.00726927,1.528278373,1.230014921,0.920325643,1.011400739,1.141854467,1.061437979,1.508963352,1.118032951,0.980196538,1.247020523,1.877656404,1.251798718
176,1.129988954,1.061657294,1.046558424,1.075879933,0.998927577,1.273576027,1.041293873,0.878624276,1.14412114,1.134443527,0.897934958,1.193367501,1.047124169,1.009150188,1.317697737,0.986379749,1.316519004,1.16667163,1.038386918,1.084755147,1.212754626,0.973391121,1.118831611,1.020684807
177,0.876715814,0.437870239,0.643171709,1.211467531,0.97086943,0.501216317,0.64481712,0.74473453,0.385376062,0.587131706,0.896241563,0.470539604,0.809812907,1.397846414,0.916496371,1.037553064,1.092684512,0.660473032,1.383608633,0.527720721,0.389500088,1.253390947,1.216216639,0.768980219
178,1.702666864,1.273175858,2.427483333,1.057132647,1.660593218,0.808144953,1.140187294,3.921012354,1.430272585,1.838441338,1.743563549,3.275521775,0.89618775,1.173628838,1.379028173,1.33301909,0.718727534,0.964202712,1.683319416,1.353565125,0.3191962,0.371194713,1.325003922,1.246797607
179,0.87252294,0.959895818,0.865483877,1.128675211,0.777448997,1.147967972,0.906528218,0.790420791,1.251692659,0.875392554,0.810236935,0.97554728,0.867291618,1.061537951,0.807390226,0.901198602,1.028529159,1.122221992,1.065003043,0.822313263,1.058283527,0.972476267,0.890708585,1.266777427
180,1.188083304,1.103772057,1.083767583,0.979459594,1.392712606,1.319942667,1.168702815,1.159646642,1.235979824,1.092492722,1.043348969,1.164324203,1.084988547,0.988548923,1.210568618,1.206890499,1.0315956,1.141649135,1.211692943,1.387049519,1.060577917,1.22201012,1.053283184,1.197022075
